56.384559	73.410463	51.423715
56.636956	73.462007	51.601271
56.900418	73.417425	51.764019
57.149157	73.281082	51.896029
57.358823	73.066323	51.984378
57.508893	72.794171	52.020419
57.584678	72.491265	52.000623
57.578759	72.187257	51.926928
57.491715	71.911904	51.806549
57.332066	71.692161	51.651267
57.115441	71.549537	51.476285
56.863044	71.497993	51.298729
56.599582	71.542575	51.135981
56.350843	71.678918	51.003971
56.141177	71.893677	50.915622
55.991107	72.165829	50.879581
55.915322	72.468735	50.899377
55.921241	72.772743	50.973072
56.008285	73.048096	51.093451
56.167934	73.267839	51.248733
55.852077	72.717193	50.938082
56.103383	72.769926	51.115139
56.365316	72.726995	51.277221
57.898202	72.854595	52.403021
58.304180	72.956394	52.291324
58.451790	72.486211	52.147330
58.340142	71.836982	52.035092
58.329761	71.553865	52.113502
58.105501	71.162977	52.056298
57.681141	70.755386	51.675731
57.229908	70.568365	51.320723
57.290090	70.595114	51.348136
57.072010	70.666546	51.232858
57.095391	71.033265	51.173618
55.603761	71.205469	50.428228
55.455586	71.475607	50.392949
56.304367	73.074998	50.205771
56.154110	72.373446	50.086318
55.476282	72.354238	50.608132
55.635995	72.573955	50.763381
56.257983	71.803389	50.923820
56.248355	71.797939	50.930144
56.884766	71.922217	50.989986
58.115233	71.900263	52.197721
58.416538	72.034930	52.663183
59.356071	72.260645	52.509817
59.265216	71.464648	52.109964
58.952050	70.848576	51.773906
58.933405	70.874198	51.575484
57.787205	69.886248	51.192668
58.040645	70.001062	51.176252
56.781893	69.893603	50.848517
57.465131	69.984725	50.615950
57.455881	70.127074	50.952563
56.361539	70.216352	51.230366
55.437015	70.476363	50.126616
54.815280	70.909050	49.889309
55.137309	71.391420	49.448697
55.344161	71.582277	49.817055
56.800800	72.235949	49.700343
57.199018	73.075958	50.652535
55.512129	72.801141	50.838747
55.616247	71.680229	49.606574
55.625543	72.216966	49.628909
56.321762	72.546621	50.036074
57.230593	71.925893	51.121363
56.321598	71.969317	49.947665
56.898451	70.923978	51.047722
58.637423	71.165215	51.765260
58.772407	71.289009	52.100192
59.187752	71.419878	53.024384
59.909009	70.795042	52.480312
59.608795	70.169399	52.101630
59.637395	70.322024	52.022142
58.433285	69.123249	51.212999
58.007678	69.022657	51.380299
57.372043	69.414740	50.198584
57.978229	69.129062	50.548338
56.974407	69.623092	50.235497
56.038645	69.683013	50.448516
54.613130	70.132247	49.676287
54.541308	70.655727	48.961534
55.314797	70.629236	48.826143
55.664694	70.789123	50.334902
56.450090	71.170799	50.317540
57.359702	72.092009	50.516988
57.367940	72.285840	51.241754
57.273681	72.581829	50.918353
55.400990	72.175641	50.308315
54.982026	72.105940	50.353272
55.517832	70.780521	50.031827
56.269658	71.471047	49.798375
57.051893	72.076040	49.540633
57.430634	70.961358	51.251939
57.055746	71.015638	50.303789
55.780806	71.278277	49.468074
55.819942	70.853551	50.342757
57.271722	70.023527	50.824436
57.983992	70.129739	51.065382
59.265279	70.417111	51.980056
59.345733	70.479366	52.225788
59.315037	70.810816	52.241542
60.665725	70.158152	52.627798
60.367370	70.496451	51.538069
60.245619	69.529737	52.070544
59.556687	68.871976	51.549940
58.793856	68.209365	51.399562
58.013191	68.092236	51.746750
57.851912	68.537677	50.220625
58.012569	68.964306	51.534075
57.269718	68.788302	49.770829
55.417539	69.117681	49.905720
54.159333	69.684101	48.906070
54.316187	69.829379	48.445326
55.508454	69.648757	48.860167
55.983306	69.846186	50.431627
56.950938	70.732774	51.064056
57.645293	71.355109	51.129700
58.025702	71.727260	51.747063
57.516458	71.692355	50.531192
56.605641	71.431549	50.437689
55.745033	72.204179	49.369795
55.593432	72.185222	49.565937
55.939944	70.797591	50.938210
56.704562	71.280063	50.667045
57.624930	72.019007	50.358176
58.280798	70.471416	51.444757
57.914882	70.509281	50.377866
56.898057	70.948363	50.740549
55.878521	70.237867	49.708829
55.240013	70.587237	48.988483
55.438198	70.004703	49.977068
55.983260	69.671167	50.891254
57.640512	69.164214	50.470071
58.452090	69.255762	51.195955
59.643043	69.507935	51.804863
60.328362	70.303765	52.285837
59.278066	69.954210	51.726898
60.761541	69.848184	52.413815
61.459494	69.579431	52.814913
61.190580	70.149948	51.987804
61.103960	69.028082	51.962868
60.233574	68.163561	51.350011
59.162225	67.332089	51.091842
58.621469	67.792341	51.011861
58.013530	68.622836	51.203797
57.925758	67.988306	51.733795
57.744312	67.904027	50.862293
57.792456	67.941368	49.673622
56.150543	68.088617	49.373975
54.825731	68.313169	49.855482
53.670213	68.930969	48.466123
53.974728	68.898566	48.314974
54.910320	68.740701	48.595652
55.782911	68.733487	49.155048
56.764310	69.262247	50.210158
57.299323	69.852359	50.742345
58.060601	70.445447	51.135518
57.780707	70.859157	51.315351
57.295437	70.820020	50.967291
56.060544	70.798268	50.987074
56.841566	72.471680	50.262440
56.307493	72.791961	49.117624
55.207588	71.508050	48.893815
56.518239	71.952466	49.265008
56.710463	71.335116	50.595623
57.300525	70.534167	50.964478
57.031739	71.311227	50.741806
