60.358919	79.539874	57.707471
60.326957	78.665362	57.368078
60.123989	77.923450	56.830160
59.769887	77.386765	56.146376
59.299307	77.107837	55.383659
58.758320	77.113972	54.616667
58.199876	77.404570	53.920481
57.678641	77.951185	53.363246
57.245636	78.700309	52.999511
56.943251	79.578616	52.864877
56.801081	80.500126	52.972529
56.833043	81.374638	53.311922
57.036011	82.116550	53.849840
57.390113	82.653235	54.533624
57.860693	82.932163	55.296341
58.401680	82.926028	56.063333
58.960124	82.635430	56.759519
59.481359	82.088815	57.316754
59.914364	81.339691	57.680489
60.216749	80.461384	57.815123
60.489305	79.508169	58.090601
60.430296	78.508367	57.724029
60.128240	77.683237	57.151120
59.693512	77.497412	56.627961
59.299307	77.107837	55.383659
58.609814	76.988815	55.077407
58.199876	77.404570	53.920481
57.366156	77.718363	53.465987
56.922641	78.474715	52.922678
56.576068	79.433807	52.946872
56.574933	80.515375	52.640400
56.884044	81.421418	52.816735
57.036011	82.116550	53.849840
57.390113	82.653235	54.533624
57.860693	82.932163	55.296341
58.401680	82.926028	56.063333
58.639800	82.491760	57.115540
59.493410	82.489901	57.760608
59.985327	81.592078	58.208234
60.220691	80.772629	58.206417
60.608650	79.472957	58.475941
60.432714	78.356023	58.200249
59.658171	77.815732	57.258265
59.443614	77.809571	56.592347
59.299307	77.107837	55.383659
58.557509	77.356721	55.240376
58.199876	77.404570	53.920481
57.097037	77.504926	53.672437
56.574297	78.268371	52.950151
56.198201	79.343641	53.051399
56.439612	80.468988	52.264045
56.505686	81.111939	52.711530
57.036011	82.116550	53.849840
57.390113	82.653235	54.533624
57.860693	82.932163	55.296341
58.401680	82.926028	56.063333
58.972159	82.583846	57.477559
59.263221	82.556119	58.199503
60.080281	81.828285	58.750548
60.312551	80.930471	58.671871
60.717021	79.444861	58.864087
60.289273	78.802470	58.373770
59.555905	77.893005	56.774974
59.224557	78.201662	56.372623
59.299307	77.107837	55.383659
58.503756	77.717593	55.407639
58.199876	77.404570	53.920481
56.882233	77.291279	53.940860
56.308181	78.188455	53.241280
55.800063	79.290572	53.067347
56.031967	80.398772	51.983161
56.809024	80.765333	52.516978
57.036011	82.116550	53.849840
57.390113	82.653235	54.533624
57.860693	82.932163	55.296341
58.401680	82.926028	56.063333
59.446404	82.714831	57.388481
59.696322	82.678689	58.417220
60.089527	82.052446	59.296465
60.457161	81.006418	59.144439
60.789456	79.349223	59.246217
60.298444	79.121229	57.988661
59.389437	78.350338	56.660363
58.661932	78.405639	56.371541
59.299307	77.107837	55.383659
58.801235	78.075391	55.312602
58.199876	77.404570	53.920481
56.881345	77.478816	54.295560
56.239766	78.270689	53.627027
55.482377	79.159391	52.834813
56.150982	79.926489	51.870096
56.460757	80.543562	52.234970
56.834218	81.165806	53.474731
57.036011	82.116550	53.849840
57.390113	82.653235	54.533624
57.860693	82.932163	55.296341
58.401680	82.926028	56.063333
58.585383	82.452771	56.737639
59.587015	82.651320	57.864081
60.186796	82.599943	58.360347
60.205311	82.363956	59.756455
60.617152	81.104369	59.607913
60.743116	79.112592	59.684234
59.941272	79.436802	58.139796
58.991298	78.359842	56.962679
58.495213	78.572937	55.930841
59.299307	77.107837	55.383659
58.563155	78.347336	55.499414
58.199876	77.404570	53.920481
56.932866	77.624453	54.665742
56.149110	78.446485	53.978209
55.350628	78.880928	52.576278
55.682334	79.771515	51.949797
56.353547	80.244831	52.478894
56.751470	80.929005	53.907256
57.036011	82.116550	53.849840
57.390113	82.653235	54.533624
57.860693	82.932163	55.296341
58.401680	82.926028	56.063333
58.337656	82.019128	56.761824
59.329389	82.433207	58.232938
60.249047	82.624813	58.855833
60.593545	82.740707	59.997063
60.787898	81.270749	60.047416
60.544600	79.512895	59.908619
59.756601	79.088083	58.446865
58.856018	78.832472	56.871466
58.181619	78.746365	55.671573
58.767960	77.967164	55.296965
59.299307	77.107837	55.383659
58.350944	78.564275	55.760064
58.221088	78.251528	54.998403
58.199876	77.404570	53.920481
57.024607	77.696678	55.056312
55.931069	78.623798	54.263726
55.173576	78.547693	52.439086
55.777070	79.655573	52.325308
56.206717	79.947952	52.704980
56.956046	80.608531	54.231980
57.036011	82.116550	53.849840
57.390113	82.653235	54.533624
57.860693	82.932163	55.296341
58.401680	82.926028	56.063333
58.481522	81.889199	57.222716
59.194122	81.952307	58.253863
59.739613	82.595461	59.170964
60.870201	83.009099	60.315539
60.973403	81.506051	60.447693
